published_at,category,title,summary,source,source_url,symbol,stock_name,importance,status,source_type,item_id
2026-08-21,个股资讯,涨停股复盘：26股封单超亿元,5130.17 机械设备 300839 博汇股份 12.47 6.74 360.83 4499.55 石油石化 000603 盛达资源 36.61 14.27 114.75 4201.00 有色金属 002449 国星光电 7.07 7.12 580.81 4106.36 电子 000017,证券时报网,http://finance.eastmoney.com/a/202608213849249422.html,000017.SZ,深中华A,medium,全市场近一个月,东方财富个股新闻,news-0dc937b51b3cd2e2
2026-08-21,个股资讯,黄金概念涨2.46%，主力资金净流入这些股,601069 西部黄金 3.79 4.83 5743.55 4.18 002132 恒星科技 6.95 6.52 5380.50 12.84 601168 西部矿业 3.25 2.20 5355.09 2.71 000878 云南铜业 3.05 1.94 4268.65 6.72 000017,证券时报网,http://finance.eastmoney.com/a/202608213849304926.html,000017.SZ,深中华A,normal,全市场近一个月,东方财富个股新闻,news-be4c469f6cdd8615
2026-08-21,个股资讯,6.59亿元资金今日流出农林牧渔股,温氏股份 -1.45 0.55 937.50 601952 苏垦农发 -4.95 1.93 808.99 000713 国投丰乐 -3.29 2.82 738.72 603336 宏辉果蔬 -0.11 2.86 599.74 002234 民和股份 1.40 4.36 599.47 000019,证券时报网,http://finance.eastmoney.com/a/202608213849315143.html,000019.SZ,深粮控股,normal,全市场近一个月,东方财富个股新闻,news-ae8e63bfade1a211
2026-08-21,个股资讯,黄金概念涨2.46%，主力资金净流入这些股,3.56 002340 格林美 0.93 1.23 2397.39 5.92 300945 曼卡龙 2.91 7.89 1863.80 7.87 601969 海南矿业 2.49 0.82 1223.12 8.10 301026 浩通科技 1.66 6.23 1198.38 5.59 000025,证券时报网,http://finance.eastmoney.com/a/202608213849304926.html,000025.SZ,特 力Ａ,normal,全市场近一个月,东方财富个股新闻,news-890d0798fa6633fe
2026-08-21,个股资讯,飞亚达000026.SZ)2026年中报净利润为1.01亿元、较去年同期上涨21.90%,2026年8月21日，飞亚达000026.SZ)发布2026年中报。 公司营业总收入为18.40亿元，较去年同报告期营业总收入增加5634.84万元，同比较去年同期上涨3.16%。,界面新闻,http://finance.eastmoney.com/a/202608213849051468.html,000026.SZ,飞亚达,normal,全市场近一个月,东方财富个股新闻,news-d57ff34f4760a76d
2026-08-21,个股资讯,飞亚达000026.SZ)：2026年中报净利润为1.01亿元、同比较去年同期上涨21.90%,2026年8月21日，飞亚达000026.SZ)发布2026年中报。 公司营业总收入为18.40亿元，较去年同报告期营业总收入增加5634.84万元，同比较去年同期上涨3.16%。,界面新闻,http://finance.eastmoney.com/a/202608213848755812.html,000026.SZ,飞亚达,normal,全市场近一个月,东方财富个股新闻,news-b52293379e45866d
2026-08-21,个股资讯,10股筹码连续3期集中,国元证券 86384 -1.06 5 -6.01 -1.39 603325 博隆技术 9376 -0.78 4 3.22 5.50 002797 第一创业 206877 -0.42 8 -8.74 -4.73 000686 东北证券 81831 -0.38 5 -7.02 -2.40 000027,证券时报网,http://finance.eastmoney.com/a/202608213849360786.html,000027.SZ,深圳能源,normal,全市场近一个月,东方财富个股新闻,news-eefa835f3cd1ea4c
2026-08-21,个股资讯,82家公司公布最新股东户数,基础化工 300732 设研院 24525 -0.52 -2.75 建筑装饰 301102 兆讯传媒 12804 -0.38 -7.89 传媒 000686 东北证券 81831 -0.38 -3.34 非银金融 001379 腾达科技 17517 -0.18 1.00 机械设备 000027,证券时报网,http://finance.eastmoney.com/a/202608213849360427.html,000027.SZ,深圳能源,normal,全市场近一个月,东方财富个股新闻,news-4238af4f0cdf40f2
2026-08-21,个股资讯,短线防风险 18只个股短期均线现死叉,-1.51 0.76 8.00 8.06 -0.68 7.82 -2.97 601099 太平洋 0.00 0.35 3.39 3.41 -0.50 3.34 -2.02 300627 华测导航 -0.37 0.38 27.97 28.11 -0.48 27.15 -3.40 000034,证券时报网,http://finance.eastmoney.com/a/202608213849070597.html,000034.SZ,神州数码,medium,全市场近一个月,东方财富个股新闻,news-d14a5e02135608ac
2026-08-21,个股资讯,华联控股000036.SZ)：收购阿根廷锂矿项目获加拿大FIRES通知称可能影响国家安全，存在审查不确定性,2026年8月21日，华联控股股份有限公司（000036.SZ）发布公告称，公司收购Argentum Lithium S.A.100%股份（约1.75亿美元，获得Arizaro项目80%权益）的交易，于2026年8月14日收到加拿大外国投资审查及经济安全主管机构（FIRES）出具的,界面新闻,http://finance.eastmoney.com/a/202608213849350577.html,000036.SZ,华联控股,normal,全市场近一个月,东方财富个股新闻,news-0a268f51a803d6c3
2026-08-21,个股资讯,华联控股锂矿收购或遭加拿大审查，上半年净利润预计增长超1000％，地产仍是业绩支柱,2025年12月，华联控股股份有限公司（000036.SZ，下称“华联控股”）表示，以1.75亿美元的价格收购一家企业，从而获得阿根廷阿里扎罗锂盐湖项目80%的权益。 在此之前，华联控股已经通过基金参股了两家公司，完成提锂技术的相关布局。,华夏时报网,http://finance.eastmoney.com/a/202608213848747455.html,000036.SZ,华联控股,medium,全市场近一个月,东方财富个股新闻,news-bdd0ed543d415376
2026-08-21,个股资讯,中洲控股000042.SZ)：2026年中报净利润为9.89亿元,2026年8月21日，中洲控股000042.SZ)发布2026年中报。 公司营业总收入为45.01亿元。归母净利润为9.89亿元。经营活动现金净流入为3.97亿元，较去年同报告期经营活动现金净流入减少33.29亿元，同比较去年同期下降89.34%。,界面新闻,http://finance.eastmoney.com/a/202608213848853790.html,000042.SZ,中洲控股,normal,全市场近一个月,东方财富个股新闻,news-23b83ca1571fc9ec
2026-08-21,个股资讯,中洲控股000042.SZ)2026年中报净利润为9.89亿元、较去年同期上涨421.76%,2026年8月21日，中洲控股000042.SZ)发布2026年中报。 公司营业总收入为45.01亿元，较去年同报告期营业总收入增加28.24亿元，同比较去年同期上涨168.35%。,界面新闻,http://finance.eastmoney.com/a/202608213849110434.html,000042.SZ,中洲控股,normal,全市场近一个月,东方财富个股新闻,news-d97756d29b954480
2026-08-21,个股资讯,今日307家公司公布半年报 58家业绩增幅翻倍,0.2000 37800.24 688.61 506931.92 3.53 002759 ST天际 0.4500 22588.00 531.39 225441.77 111.11 002196 方正电机 0.0492 2437.65 438.74 171745.15 35.77 000042,证券时报网,http://finance.eastmoney.com/a/202608213849045114.html,000042.SZ,中洲控股,medium,全市场近一个月,东方财富个股新闻,news-fe5e9318e5cee992
2026-08-21,个股资讯,中洲控股2026年半年报：营收净利大增，但经营性现金流大幅下滑,蓝鲸新闻8月21日讯，8月20日，中洲控股000042.SZ)公布2026年中报。深圳市中洲投资控股股份有限公司2026年半年度财报显示，公司营收与利润指标大幅增长，但经营性现金流显著承压，债务结构维持高位，区域及业务集中度进一步强化。,蓝鲸财经,http://finance.eastmoney.com/a/202608213849100360.html,000042.SZ,中洲控股,normal,全市场近一个月,东方财富个股新闻,news-b06addb65000db37
2026-08-21,个股资讯,账面盈利增超4倍，经营现金流净额降近9成，中洲控股交出一份“反差”半年报,8月20日晚间，中洲控股（SZ.000042，股价8.76元，市值58.2亿元）披露了2026年上半年半年报。半年报显示，公司上半年实现营业收入45.01亿元，同比增长168.35%；归母净利润9.89亿元，同比增长421.76%；扣非归母净利润同比增长822.59%。,每日经济新闻,http://finance.eastmoney.com/a/202608213849374243.html,000042.SZ,中洲控股,normal,全市场近一个月,东方财富个股新闻,news-191ce64c202302f5
2026-08-21,个股资讯,31.00亿主力资金净流入，金属钴概念涨1.55%,603993 洛阳钼业 1.92 1.01 27931.51 8.58 002460 赣锋锂业 5.56 5.07 25808.61 7.84 603799 华友钴业 3.15 3.37 23448.23 9.14 600711 盛屯矿业 3.95 4.15 11769.88 7.72 000060,证券时报网,http://finance.eastmoney.com/a/202608213849303162.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-6c14e5c10b24572c
2026-08-21,个股资讯,金属铅概念涨3.60%，主力资金净流入29股,大中矿业 7.22 4.14 19967.75 13.04 600497 驰宏锌锗 3.79 2.83 16826.19 11.77 600531 豫光金铅 6.19 7.50 15600.99 12.61 600711 盛屯矿业 3.95 4.15 11769.88 7.72 000060,证券时报网,http://finance.eastmoney.com/a/202608213849301073.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-d82dd9d50a1244ad
2026-08-21,个股资讯,金属锌概念上涨3.34%，9股主力资金净流入超亿元,大中矿业 7.22 4.14 19967.75 13.04 600497 驰宏锌锗 3.79 2.83 16826.19 11.77 600531 豫光金铅 6.19 7.50 15600.99 12.61 600711 盛屯矿业 3.95 4.15 11769.88 7.72 000060,证券时报网,http://finance.eastmoney.com/a/202608213849301358.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-97c52b1422c2e5b5
2026-08-21,个股资讯,黄金概念涨2.46%，主力资金净流入这些股,晓程科技 8.55 29.37 14004.43 3.94 600711 盛屯矿业 3.95 4.15 11769.88 7.72 603045 福达合金 9.99 6.31 10792.97 22.59 000506 招金黄金 6.79 13.62 10038.50 3.97 000060,证券时报网,http://finance.eastmoney.com/a/202608213849304926.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-5e924a9048cdf6b6
2026-08-21,个股资讯,68.70亿主力资金净流入，金属铜概念涨2.31%,江西铜业 2.89 2.20 15242.73 7.34 600711 盛屯矿业 3.95 4.15 11769.88 7.72 002842 翔鹭钨业 5.59 14.24 10273.15 6.90 000506 招金黄金 6.79 13.62 10038.50 3.97 000060,证券时报网,http://finance.eastmoney.com/a/202608213849304213.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-c63ad1049fa7bda0
2026-08-21,个股资讯,117家公司获机构调研（附名单）,3.63 机械设备 920571 国航远洋 1 9 9.15 9.71 交通运输 688002 睿创微纳 1 8 159.88 -3.83 国防军工 688521 芯原股份 1 7 178.37 -13.44 电子 301584 建发致新 1 7 23.30 -1.44 医药生物 000060,证券时报网,http://finance.eastmoney.com/a/202608213848720530.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-6f99df235893664f
2026-08-21,个股资讯,小金属概念上涨1.87%，26股主力资金净流入超亿元,永杉锂业 7.04 14.60 10933.26 9.88 002842 翔鹭钨业 5.59 14.24 10273.15 6.90 600392 盛和资源 2.02 2.85 10123.81 9.04 000506 招金黄金 6.79 13.62 10038.50 3.97 000060,证券时报网,http://finance.eastmoney.com/a/202608213849301195.html,000060.SZ,中金岭南,normal,全市场近一个月,东方财富个股新闻,news-6e37b41cac08bcf8
2026-08-21,个股资讯,MLCC概念上涨1.81%，5股主力资金净流入超5000万元,振华科技 1.76 1.86 -1766.58 -4.33 001287 中电港 -0.78 2.95 -1875.13 -3.63 300975 商络电子 0.59 6.54 -2080.99 -2.54 300726 宏达电子 1.81 3.65 -2278.74 -5.54 000062,证券时报网,http://finance.eastmoney.com/a/202608213849299629.html,000062.SZ,深圳华强,normal,全市场近一个月,东方财富个股新闻,news-ee8cb6b18120082a
2026-08-21,个股资讯,中兴通讯：2026年半年度净利润同比下降45.57%,南方财经8月21日电，中兴通讯000063.SZ)发布2026年半年度报告，实现营业收入780.25亿元，同比增长9.05%；归属于上市公司股东的净利润27.53亿元，同比下降45.57%。业绩承压主要系行业周期切换叠加业务结构调整所致。,南方财经网,http://finance.eastmoney.com/a/202608213849418824.html,000063.SZ,中兴通讯,normal,全市场近一个月,东方财富个股新闻,news-9b1db78258aabaa3
2026-08-21,个股资讯,中兴通讯：上半年净利润同比下降45.57%,中兴通讯000063.SZ)发布2026年半年度报告，实现营业收入780.25亿元，同比增长9.05%；归属于上市公司股东的净利润27.53亿元，同比下降45.57%。业绩承压主要系行业周期切换叠加业务结构调整所致。,财联社,http://finance.eastmoney.com/a/202608213849407248.html,000063.SZ,中兴通讯,normal,全市场近一个月,东方财富个股新闻,news-d5bd26c21f3f56a3
2026-08-21,个股资讯,通信行业今日净流入资金83.05亿元，中际旭创等16股净流入资金超亿元,20140.53 002491 通鼎互联 10.02 30.46 -18266.59 688313 仕佳光子 -3.66 6.41 -17497.01 688635 长进光子 -4.49 14.83 -12879.24 300394 天孚通信 -1.15 4.63 -12488.96 000063,证券时报网,http://finance.eastmoney.com/a/202608213849314293.html,000063.SZ,中兴通讯,normal,全市场近一个月,东方财富个股新闻,news-f7a26906bc1fa527
2026-08-21,个股资讯,A股平均股价14.38元 64股股价不足2元,002514 *ST宝馨 1.74 0.58 5.21 机械设备 002936 郑州银行 1.75 -1.69 1.31 0.34 银行 600569 安阳钢铁 1.75 0.57 0.42 3.45 钢铁 000897 津滨发展 1.76 -1.68 2.03 0.95 房地产 000069,证券时报网,http://finance.eastmoney.com/a/202608213849301424.html,000069.SZ,华侨城Ａ,normal,全市场近一个月,东方财富个股新闻,news-994009c33337e97f
2026-08-21,个股资讯,53.32亿主力资金净流入，F5G概念涨1.53%,603803 瑞斯康达 10.01 5.58 10758.74 41.20 603083 剑桥科技 1.05 9.54 9708.13 2.01 000988 华工科技 2.50 3.46 6566.27 1.78 300548 长芯博创 -3.23 6.65 6071.02 1.53 000070,证券时报网,http://finance.eastmoney.com/a/202608213849303530.html,000070.SZ,特发信息,normal,全市场近一个月,东方财富个股新闻,news-bde9ba296e545543
2026-08-21,个股资讯,A股平均股价14.38元 64股股价不足2元,ST美丽 1.50 1.35 1.76 5.86 建筑装饰 600157 永泰能源 1.55 0.00 1.09 0.72 公用事业 600715 文投控股 1.57 0.00 0.61 5.90 传媒 600180 *ST瑞茂 1.59 2.58 2.33 0.40 交通运输 000078,证券时报网,http://finance.eastmoney.com/a/202608213849301424.html,000078.SZ,ST海王,normal,全市场近一个月,东方财富个股新闻,news-ffc534d973f68c0b
2026-08-21,个股资讯,盐田港间接控股子公司2.14亿元项目环评获同意,“A股绿色报告”项目监控到的数据显示，盐田港（SZ000088）间接控股子公司惠州深能港务有限公司惠州港荃湾港区煤码头一期工程条形煤仓扩建项目环评审批获同意。该项目总投资额达2.14亿元。该审批信息于2026年7月21日被相关监管机构披露。,每日经济新闻,http://finance.eastmoney.com/a/202608213849102579.html,000088.SZ,盐 田 港,normal,全市场近一个月,东方财富个股新闻,news-1b7c84b62d574219
2026-08-21,个股资讯,养老金二季度现身50只股前十大流通股东榜,行业 601766 中国中车 7219.77 新进 0.30 机械设备 600233 圆通速递 4762.49 2.42 1.39 交通运输 600426 华鲁恒升 2536.22 52.23 1.20 基础化工 000739 普洛药业 2346.10 新进 2.03 医药生物 000089,证券时报网,http://finance.eastmoney.com/a/202608213848771272.html,000089.SZ,深圳机场,normal,全市场近一个月,东方财富个股新闻,news-975fc8a58d7198a8
2026-08-21,个股资讯,91股今日获机构买入评级,600030 中信证券 1 0.30 9.08 非银金融 002155 湖南黄金 1 20.05 有色金属 002043 兔宝宝 1 -3.31 22.06 建筑材料 002049 紫光国微 1 -0.25 33.11 电子 000001 平安银行 1 0.09 4.31 银行 000089,证券时报网,http://finance.eastmoney.com/a/202608213849390379.html,000089.SZ,深圳机场,normal,全市场近一个月,东方财富个股新闻,news-926d3fc53aaef25e
2026-08-21,个股资讯,社保基金连续持有47股 最长已持有55个季度,000526 学大教育 13 1 275.26 -1.00 2.30 002043 兔宝宝 13 1 1950.57 -22.60 2.42 000729 燕京啤酒 13 1 4506.02 -26.57 1.80 603160 汇顶科技 12 1 920.00 0.00 1.97 000089,证券时报网,http://finance.eastmoney.com/a/202608213849092552.html,000089.SZ,深圳机场,normal,全市场近一个月,东方财富个股新闻,news-9fb5ef3c1b1d5a8d
2026-08-21,个股资讯,周末证券丨科技热门赛道交易拥挤！避开高位博弈，产业催化叠加技术迭代加速，三大板块迎中长期配置契机→,潜力股精选 万丰奥威（002085） 宗申动力（001696） 中信海直（000099） 人形机器人： 估值体系有望重塑 国内人形机器人头部企业宇树科技近期成功登陆资本市场，有望成为相关板块的阶段性重要催化。,金融投资报,http://finance.eastmoney.com/a/202608213849425530.html,000099.SZ,中信海直,normal,全市场近一个月,东方财富个股新闻,news-11f24548c9f93a20
2026-08-21,个股资讯,小金属概念上涨1.87%，26股主力资金净流入超亿元,600331 宏达股份 1.89 2.21 2778.42 4.80 002721 金一文化 5.41 7.71 2670.41 4.83 601020 华钰矿业 4.09 3.99 2541.26 3.56 002340 格林美 0.93 1.23 2397.39 5.92 000155,证券时报网,http://finance.eastmoney.com/a/202608213849301195.html,000155.SZ,川能动力,normal,全市场近一个月,东方财富个股新闻,news-5c0787eeadaa9b36
2026-08-21,个股资讯,传媒行业8月21日资金流向日报,幸福蓝海 -0.08 1.81 391.05 300654 世纪天鸿 1.70 2.27 332.11 002712 思美传媒 -0.42 1.92 313.10 601999 出版传媒 0.83 1.06 266.24 600715 文投控股 0.00 0.61 251.75 000156,证券时报网,http://finance.eastmoney.com/a/202608213849315339.html,000156.SZ,华数传媒,normal,全市场近一个月,东方财富个股新闻,news-6104e10d206428d5
2026-08-21,个股资讯,今日116只个股突破半年线,4.12 16.01 26.17 27.01 3.23 605376 博迁新材 3.90 4.43 149.28 153.80 3.03 002686 亿利达 9.98 6.81 6.53 6.72 2.98 688593 新相微 5.53 4.10 33.20 34.18 2.94 000338,证券时报网,http://finance.eastmoney.com/a/202608213849249286.html,000338.SZ,潍柴动力,normal,全市场近一个月,东方财富个股新闻,news-edb14c964e31d6d9
2026-08-21,个股资讯,74只股中线走稳 站上半年线,3.39 4.17 5.99 6.10 1.85 300587 天铁科技 2.35 1.14 5.13 5.22 1.80 002209 达意隆 10.03 8.85 12.94 13.16 1.72 301323 新莱福 4.48 1.46 72.01 73.23 1.69 000338,证券时报网,http://finance.eastmoney.com/a/202608213849071139.html,000338.SZ,潍柴动力,normal,全市场近一个月,东方财富个股新闻,news-c076414fb33c6de0
2026-08-21,个股资讯,基金最新调研股名单出炉，涉及11个行业,（数据宝） 8月20日基金调研公司一览 代码 简称 基金家数 最新收盘价（元） 近5日涨跌幅（%） 行业 688475 萤石网络 48 29.62 -0.94 计算机 301526 国际复材 32 32.49 -10.84 建筑材料 000400 许继电气 24 21.86 -,证券时报网,http://finance.eastmoney.com/a/202608213849084930.html,000400.SZ,许继电气,normal,全市场近一个月,东方财富个股新闻,news-4a2885b4cafcd678
2026-08-21,个股资讯,海外机构调研股名单 华测检测最受关注,洁美科技 9 67.47 -4.31 电子 002532 天山铝业 7 12.67 -4.33 有色金属 002236 大华股份 4 16.11 -4.33 计算机 002027 分众传媒 11 4.90 -4.67 传媒 688499 利元亨 1 35.10 -4.67 电力设备 000400,证券时报网,http://finance.eastmoney.com/a/202608213849315012.html,000400.SZ,许继电气,normal,全市场近一个月,东方财富个股新闻,news-6f3b42213c2c70ef
2026-08-21,个股资讯,91股今日获机构买入评级,002155 湖南黄金 1 20.05 有色金属 002043 兔宝宝 1 -3.31 22.06 建筑材料 002049 紫光国微 1 -0.25 33.11 电子 000001 平安银行 1 0.09 4.31 银行 000089 深圳机场 1 -1.24 8.89 交通运输 000400,证券时报网,http://finance.eastmoney.com/a/202608213849390379.html,000400.SZ,许继电气,normal,全市场近一个月,东方财富个股新闻,news-e4686ac32049d4f8
2026-08-21,个股资讯,117家公司获机构调研（附名单）,84.30 -1.35 医药生物 002027 分众传媒 1 95 4.97 -4.79 传媒 603444 吉比特 1 94 393.91 2.51 传媒 002056 横店东磁 1 93 21.48 -2.50 电力设备 688205 德科立 1 90 166.99 8.15 通信 000400,证券时报网,http://finance.eastmoney.com/a/202608213848720530.html,000400.SZ,许继电气,normal,全市场近一个月,东方财富个股新闻,news-35a8243b48abfaef
2026-08-21,个股资讯,社保基金连续持有47股 最长已持有55个季度,时代电气 11 2 1232.45 -48.17 1.42 002568 百润股份 11 1 1481.87 -44.74 1.94 000680 山推股份 11 4 8789.34 -21.36 6.69 603393 新天然气 10 1 341.73 13.91 0.81 000404,证券时报网,http://finance.eastmoney.com/a/202608213849092552.html,000404.SZ,长虹华意,normal,全市场近一个月,东方财富个股新闻,news-821347b584a556e5
2026-08-21,个股资讯,黄金概念涨2.46%，主力资金净流入这些股,603045 福达合金 9.99 6.31 10792.97 22.59 000506 招金黄金 6.79 13.62 10038.50 3.97 000060 中金岭南 2.61 2.60 8917.19 11.67 002237 恒邦股份 3.00 4.48 7722.21 9.46 000408,证券时报网,http://finance.eastmoney.com/a/202608213849304926.html,000408.SZ,藏格矿业,normal,全市场近一个月,东方财富个股新闻,news-945e14726286e5df
2026-08-21,个股资讯,68.70亿主力资金净流入，金属铜概念涨2.31%,002738 中矿资源 5.17 4.22 8595.48 5.31 000960 锡业股份 0.41 2.43 7976.52 5.39 002237 恒邦股份 3.00 4.48 7722.21 9.46 002378 章源钨业 3.97 2.90 7261.93 8.09 000408,证券时报网,http://finance.eastmoney.com/a/202608213849304213.html,000408.SZ,藏格矿业,normal,全市场近一个月,东方财富个股新闻,news-3c8dab192491ef4d
2026-08-21,个股资讯,社保基金二季度重仓股揭秘：新进44股 增持44股,中国中免 1 2519.89 161.58 1.29 商贸零售 000922 佳电股份 1 2325.38 不变 3.30 电力设备 600511 国药股份 1 2309.86 -1.92 4.17 医药生物 688036 传音控股 2 2235.15 -7.95 1.94 电子 000408,证券时报网,http://finance.eastmoney.com/a/202608213848722215.html,000408.SZ,藏格矿业,normal,全市场近一个月,东方财富个股新闻,news-d1ce1e4445edaa20
2026-08-21,个股资讯,减肥药概念下跌4.59%，8股主力资金净流出超亿元,0.87 3.27 -281.57 688602 康鹏科技 -0.73 0.84 -275.66 000813 德展健康 -6.03 3.52 -192.29 688136 科兴制药 -4.77 4.24 -76.29 688621 阳光诺和 -0.66 5.63 -43.01 000411,证券时报网,http://finance.eastmoney.com/a/202608213849306646.html,000411.SZ,英特集团,normal,全市场近一个月,东方财富个股新闻,news-268e9ef6b8520906
2026-08-21,个股资讯,黄金概念涨2.46%，主力资金净流入这些股,300056 中创环保 0.12 2.37 -149.72 -1.92 301265 华新科技 0.15 1.75 -176.36 -2.10 600729 重百集团 -2.16 1.39 -195.28 -3.81 002672 东江环保 0.00 0.80 -259.24 -9.93 000417,证券时报网,http://finance.eastmoney.com/a/202608213849304926.html,000417.SZ,合百集团,normal,全市场近一个月,东方财富个股新闻,news-1127cda0ab0972c1
2026-08-21,个股资讯,通程控股：上半年归母净利润7359万元，同比下降11.6%,8月21日，通程控股000419公布2026年半年报，公司营业收入为7.86亿元，同比下降17.3%；归母净利润为7359万元，同比下降11.6%；扣非归母净利润为5358万元，同比下降33.5%；经营现金流净额为5235万元，同比增长379.9%；EPS(全面摊薄)为0.1354,财中社,http://finance.eastmoney.com/a/202608213849408591.html,000419.SZ,通程控股,normal,全市场近一个月,东方财富个股新闻,news-a75234e2c788402b
2026-08-21,个股资讯,东阿阿胶000423.SZ)：2026年中报净利润为8.60亿元、同比较去年同期上涨5.66%,2026年8月21日，东阿阿胶000423.SZ)发布2026年中报。 公司营业总收入为31.55亿元，较去年同报告期营业总收入增加1.04亿元，实现5年连续上涨，同比较去年同期上涨3.39%。,界面新闻,http://finance.eastmoney.com/a/202608213848906687.html,000423.SZ,东阿阿胶,normal,全市场近一个月,东方财富个股新闻,news-15b57e964cc4fe6d
